"Var1"	"Freq"
"111"	"Alzheimers disease	Disease	MESH:D000544
16087219	169	171	AD	Disease	MESH:D000544
16087219	312	333	familial Parkinsonism	Disease	MESH:D010302
16087219	395	403	dementia	Disease	MESH:D003704
16087219	425	427	AD	Disease	MESH:D000544
16087219	515	517	AD	Disease	MESH:D000544
16087219	562	570	dementia	Disease	MESH:D003704
16087219	635	643	dementia	Disease	MESH:D003704
16087219	705	707	AD	Disease	MESH:D000544
16087219	880	888	dementia	Disease	MESH:D003704
16087219	995	997	AD	Disease	MESH:D000544
16087219	1104	1106	AD	Disease	MESH:D000544
16087219	1125	1133	dementia	Disease	MESH:D003704
16086541	0	24	Spontaneous parkinsonism	Disease	MESH:D010302
16086541	76	85	psychosis	Disease	MESH:D011605
16086541	162	174	parkinsonism	Disease	MESH:D010302
16086541	209	218	psychosis	Disease	MESH:D011605
16086541	388	397	psychosis	Disease	MESH:D011605
16086541	586	598	parkinsonism	Disease	MESH:D010302
16086541	890	928	psychosis and schizoaffective disorder	Disease	MESH:D011605
16086541	1091	1100	psychosis	Disease	MESH:D011605
16086541	1188	1197	psychosis	Disease	MESH:D011605
16086492	0	9	Parkinson	Disease	MESH:D010302
16086186	75	94	Parkinsons disease"	1
"112"	"Alzheimers disease	Disease	MESH:D000544
16087219	93	120	neurodegenerative disorders	Disease	MESH:D019636
16087219	124	143	Parkinsons disease"	1
"113"	"Alzheimers disease	Disease	MESH:D000544
16100106	202	204	AD	Disease	MESH:D000544
16100106	573	598	neuropsychiatric diseases	Disease	MESH:D001523
16100106	710	712	AD	Disease	MESH:D000544
16100106	740	742	AD	Disease	MESH:D000544
16100106	762	772	depression	Disease	MESH:D000275
16100106	774	789	synucleinopathy	Disease	MESH:D000080874
16100106	804	821	vascular dementia	Disease	MESH:D015140
16100106	883	891	dementia	Disease	MESH:D003704
16100106	906	929	ganglionic degeneration	Disease	MESH:D045888
16100106	945	953	dementia	Disease	MESH:D003704
16100104	24	32	dementia	Disease	MESH:D003704
16100104	36	55	Parkinsons disease"	1
"114"	"Alzheimers disease	Disease	MESH:D000544
18395699	368	370	AD	Disease	MESH:D000544
18395699	703	706	PDD	Disease	MESH:D003966
18395699	721	723	AD	Disease	MESH:D000544
18395699	768	776	dementia	Disease	MESH:D003704
18395699	801	803	PD	Disease	MESH:D010300
18395699	938	946	dementia	Disease	MESH:D003704
18395699	1055	1057	AD	Disease	MESH:D000544
18395699	1151	1154	PDD	Disease	MESH:D003966
18395699	1170	1172	PD	Disease	MESH:D010300
18395699	1259	1267	dementia	Disease	MESH:D003704
18395699	1388	1391	PDD	Disease	MESH:D003966
18395699	1468	1470	PD	Disease	MESH:D010300
18395699	1540	1542	AD	Disease	MESH:D000544
18395699	1647	1650	PDD	Disease	MESH:D003966
18395699	1694	1702	dementia	Disease	MESH:D003704
18395468	66	85	Parkinsons disease"	1
"115"	"Alzheimers disease	Disease	MESH:D000544
18449945	323	342	Parkinsons disease"	1
"116"	"Alzheimers disease	Disease	MESH:D000544
28155586	1491	1509	supranuclear palsy	Disease	MESH:D013494
28155420	18	27	Parkinson	Disease	MESH:D010302
28155420	186	205	Parkinsons Disease"	1
"117"	"Alzheimers disease	Disease	MESH:D000544
28155586	774	792	supranuclear palsy	Disease	MESH:D013494
28155586	810	828	supranuclear palsy	Disease	MESH:D013494
28155586	834	853	Parkinsons disease"	1
"118"	"Alzheimers disease	Disease	MESH:D000544
28170377	475	483	toxicity	Disease	MESH:D064420
28170377	487	504	neurodegeneration	Disease	MESH:D019636
28170377	564	572	toxicity	Disease	MESH:D064420
28170377	683	700	synucleinopathies	Disease	MESH:D000080874
28170377	1019	1036	synucleinopathies	Disease	MESH:D000080874
28170111	87	106	Parkinsons disease"	1
"119"	"Alzheimers disease	Disease	MESH:D000544
28352155	101	120	Parkinsons disease"	1
"120"	"Alzheimers disease	Disease	MESH:D000544
28352155	1375	1388	proteinopathy	Disease	MESH:C563476
28352155	1436	1455	Parkinsons disease"	1
"121"	"Alzheimers disease	Disease	MESH:D000544
28352155	146	165	Parkinsons disease"	1
"122"	"Alzheimers disease	Disease	MESH:D000544
28374858	64	89	neurodegenerative disease	Disease	MESH:D019636
28374858	305	331	neurodegenerative diseases	Disease	MESH:D019636
28374858	340	351	Parkinsons"	1
"123"	"Alzheimers disease	Disease	MESH:D000544
28374864	1090	1116	neurodegenerative disorder	Disease	MESH:D019636
28374864	1149	1168	Parkinsons disease"	1
"124"	"Alzheimers disease	Disease	MESH:D000544
28729832	983	985	AD	Disease	MESH:D000544
28729832	988	1007	Parkinsons disease"	1
"125"	"Alzheimers disease	Disease	MESH:D000544
28751258	675	677	PD	Disease	MESH:D010300
28751191	56	63	Fatigue	Disease	MESH:D005221
28751191	80	99	Parkinsons disease"	1
"126"	"Alzheimers disease	Disease	MESH:D000544
28808876	376	378	AD	Disease	MESH:D000544
28808876	474	494	cognitive impairment	Disease	MESH:D003072
28808876	498	517	Parkinsons disease"	1
"127"	"Alzheimers disease	Disease	MESH:D000544
28843020	1452	1482	progressive supranuclear palsy	Disease	MESH:D013494
28843020	1497	1518	vascular parkinsonism	Disease	MESH:D010302
28843020	1570	1578	dementia	Disease	MESH:D003704
28843020	1584	1595	Lewy bodies	Disease	MESH:D020961
28843020	1634	1646	parkinsonism	Disease	MESH:D010302
28843020	1680	1699	Alzheimers disease"	1
"128"	"Alzheimers disease	Disease	MESH:D000544
28934392	77	85	toxicity	Disease	MESH:D064420
28934392	111	130	Parkinsons disease"	1
"129"	"Alzheimers disease	Disease	MESH:D000544
28968236	365	367	AD	Disease	MESH:D000544
28968236	468	470	AD	Disease	MESH:D000544
28968236	633	635	AD	Disease	MESH:D000544
28968236	1036	1056	cognitive impairment	Disease	MESH:D003072
28968236	1082	1084	AD	Disease	MESH:D000544
28968236	1107	1126	Parkinsons disease"	1
"130"	"Alzheimers disease	Disease	MESH:D000544
29047416	244	246	AD	Disease	MESH:D000544
29047416	349	351	AD	Disease	MESH:D000544
29047416	366	386	cognitive impairment	Disease	MESH:D003072
29047416	1015	1034	Parkinsons disease"	1
"131"	"Alzheimers disease	Disease	MESH:D000544
29111606	248	267	Parkinsons disease"	1
"132"	"Alzheimers disease	Disease	MESH:D000544
29111606	388	407	Parkinsons disease"	1
"133"	"Alzheimers disease	Disease	MESH:D000544
30598082	90	109	Alzheimers disease"	1
"134"	"Alzheimers disease	Disease	MESH:D000544
30638457	806	814	dementia	Disease	MESH:D003704
30638456	18	58	Parkinsons Disease Cognitive Impairment"	1
"135"	"Alzheimers disease	Disease	MESH:D000544
30639210	189	208	Parkinsons disease"	1
"136"	"Alzheimers disease	Disease	MESH:D000544
33078843	1635	1654	Parkinsons disease"	1
"137"	"Alzheimers disease	Disease	MESH:D000544
33091110	193	195	AD	Disease	MESH:D000544
33091110	572	574	AD	Disease	MESH:D000544
33091110	601	603	AD	Disease	MESH:D000544
33091110	1088	1090	AD	Disease	MESH:D000544
33091110	1092	1095	PDD	Disease	MESH:D003966
33090885	53	72	Parkinsons disease"	1
"138"	"Alzheimers disease	Disease	MESH:D000544
33108692	142	144	AD	Disease	MESH:D000544
33108692	195	212	neurodegeneration	Disease	MESH:D019636
33108692	216	235	Lewy body disorders	Disease	MESH:D020961
33108692	237	240	LBD	Disease	MESH:D020961
33108692	266	269	LBD	Disease	MESH:D020961
33108692	280	297	Parkinson disease	Disease	MESH:D010300
33108692	299	301	PD	Disease	MESH:D010300
33108692	308	310	PD	Disease	MESH:D010300
33108692	321	323	PD	Disease	MESH:D010300
33108692	329	337	dementia	Disease	MESH:D003704
33108692	344	352	dementia	Disease	MESH:D003704
33108692	522	524	AD	Disease	MESH:D000544
33108692	576	578	AD	Disease	MESH:D000544
33108692	636	638	AD	Disease	MESH:D000544
33108692	678	681	LBD	Disease	MESH:D020961
33108692	682	684	AD	Disease	MESH:D000544
33108692	713	715	AD	Disease	MESH:D000544
33108692	730	733	LBD	Disease	MESH:D020961
33108692	734	736	AD	Disease	MESH:D000544
33108692	835	837	AD	Disease	MESH:D000544
33108692	943	946	LBD	Disease	MESH:D020961
33108692	957	960	LBD	Disease	MESH:D020961
33108692	961	963	AD	Disease	MESH:D000544
33108692	970	973	LBD	Disease	MESH:D020961
33108692	974	976	AD	Disease	MESH:D000544
33108692	1183	1186	LBD	Disease	MESH:D020961
33108692	1187	1189	AD	Disease	MESH:D000544
33108692	1320	1323	LBD	Disease	MESH:D020961
33108692	1324	1326	AD	Disease	MESH:D000544
33108692	1331	1334	LBD	Disease	MESH:D020961
33108692	1335	1337	AD	Disease	MESH:D000544
33108692	1412	1414	AD	Disease	MESH:D000544
33108692	1438	1445	atrophy	Disease	MESH:D001284
33108692	1526	1529	LBD	Disease	MESH:D020961
33108692	1733	1736	LBD	Disease	MESH:D020961
33108692	1737	1739	AD	Disease	MESH:D000544
33108692	1944	1961	neurodegeneration	Disease	MESH:D019636
33108692	1965	1968	LBD	Disease	MESH:D020961
33108688	31	51	Huntingtons Disease"	1
"139"	"Alzheimers disease	Disease	MESH:D000544
33175322	1617	1619	PD	Disease	MESH:D010300
33175322	1714	1716	PD	Disease	MESH:D010300
33174688	44	63	Parkinsons disease"	1
"140"	"Alzheimers disease	Disease	MESH:D000544
33188884	350	352	AD	Disease	MESH:D000544
33188884	530	549	Parkinsons disease"	1
"141"	"Alzheimers disease	Disease	MESH:D000544
33203002	177	179	AD	Disease	MESH:D000544
33203002	182	201	Parkinsons disease"	1
"142"	"Alzheimers Disease	Disease	MESH:D000544
33325398	170	189	Parkinsons disease"	1
"143"	"Alzheimers disease	Disease	MESH:D000544
33325398	220	222	AD	Disease	MESH:D000544
33325398	230	257	neuropathological hallmarks	Disease	MESH:D009422
33325398	392	394	PD	Disease	MESH:D010300
33325398	399	401	AD	Disease	MESH:D000544
33325398	582	596	Alzheimer-type	Disease	MESH:D000544
33325398	611	613	PD	Disease	MESH:D010300
33325398	680	682	AD	Disease	MESH:D000544
33325398	1168	1170	AD	Disease	MESH:D000544
33325398	1348	1350	AD	Disease	MESH:D000544
33325398	1758	1760	AD	Disease	MESH:D000544
33325398	1765	1767	PD	Disease	MESH:D010300
33325398	1948	1965	neurodegeneration	Disease	MESH:D019636
33325397	20	26	Tremor	Disease	MESH:D014202
33325397	30	59	Prodromal Parkinsons Disease"	1
"144"	"Alzheimers disease	Disease	MESH:D000544
33353018	480	499	Parkinsons disease"	1
"145"	"Alzheimers disease	Disease	MESH:D000544
33380492	160	162	AD	Disease	MESH:D000544
33380492	470	472	AD	Disease	MESH:D000544
33380492	581	583	AD	Disease	MESH:D000544
33380492	628	636	dementia	Disease	MESH:D003704
33380492	652	670	Parkinson syndrome	Disease	MESH:D010302
33380492	679	704	Creutzfeldt-Jakob disease	Disease	MESH:D007562
33380492	706	709	CJD	Disease	MESH:D007562
33380492	718	747	amyotrophic lateral sclerosis	Disease	MESH:D000690
33380492	749	752	ALS	Disease	MESH:D000690
33380492	863	865	AD	Disease	MESH:D000544
33380492	1363	1365	AD	Disease	MESH:D000544
33380492	1404	1406	AD	Disease	MESH:D000544
33380492	1407	1415	dementia	Disease	MESH:D003704
33380492	1431	1434	CJD	Disease	MESH:D007562
33380492	1465	1483	Parkinson syndrome	Disease	MESH:D010302
33380492	1487	1490	ALS	Disease	MESH:D000690
33380492	1657	1659	AD	Disease	MESH:D000544
33380492	1972	1974	AD	Disease	MESH:D000544
33380492	1979	1982	CJD	Disease	MESH:D007562
33379174	65	84	Parkinsons Disease"	1
"146"	"Alzheimers disease	Disease	MESH:D000544
33423317	1046	1091	neurodegenerative lysosomal storage disorders	Disease	MESH:D016464
33423317	1399	1406	lesions	Disease	MESH:D001768
33423317	1735	1762	neurodegenerative disorders	Disease	MESH:D019636
33422983	244	269	neuropsychiatric diseases	Disease	MESH:D001523
33422983	405	411	cancer	Disease	MESH:D009369
33422983	413	432	Parkinsons disease"	1
"147"	"Alzheimers disease	Disease	MESH:D000544
33459970	421	423	AD	Disease	MESH:D000544
33459970	426	456	progressive supranuclear palsy	Disease	MESH:D013494
33459970	458	461	PSP	Disease	MESH:D013494
33459970	468	494	argyrophilic grain disease	Disease	MESH:C537394
33459970	539	541	PD	Disease	MESH:D010300
33459970	653	655	PD	Disease	MESH:D010300
33459970	668	670	PD	Disease	MESH:D010300
33459970	853	855	PD	Disease	MESH:D010300
33459970	1058	1060	PD	Disease	MESH:D010300
33459970	1135	1137	PD	Disease	MESH:D010300
33459706	36	87	Tumor Necrosis Factor and Neurodegenerative Disease	Disease	MESH:D020271
33459706	377	403	neurodegenerative diseases	Disease	MESH:D019636
33459706	651	678	neurodegenerative syndromes	Disease	MESH:D019636
33459706	685	691	stroke	Disease	MESH:D020521
33459706	698	720	traumatic brain injury	Disease	MESH:D000070642
33459706	737	751	cardiac arrest	Disease	MESH:D006323
33459706	1119	1127	COVID-19	Disease	MESH:C000657245
33459706	1148	1162	insufficiently	Disease	MESH:D000309
33459706	1598	1604	stroke	Disease	MESH:D020521
33459706	1625	1639	cardiac arrest	Disease	MESH:D006323
33459706	1692	1711	Alzheimers disease"	1
"148"	"Alzheimers disease	Disease	MESH:D000544
33462448	226	245	Parkinsons disease"	1
"149"	"Alzheimers disease	Disease	MESH:D000544
33501939	1224	1238	hallucinations	Disease	MESH:D006212
33501939	1293	1306	hallucination	Disease	MESH:D006212
33501939	1328	1337	Parkinson	Disease	MESH:D010302
33501939	1348	1365	Lewy body disease	Disease	MESH:D020961
33501939	1416	1433	Lewy body disease	Disease	MESH:D020961
33501939	1442	1463	visual hallucinations	Disease	MESH:D006212
33501939	1493	1507	hallucinations	Disease	MESH:D006212
33501939	1509	1523	hallucinations	Disease	MESH:D006212
33501939	1536	1550	hallucinations	Disease	MESH:D006212
33501939	1735	1752	Lewy body disease	Disease	MESH:D020961
33501939	1753	1772	Alzheimers disease"	1
"150"	"Alzheimers disease	Disease	MESH:D000544
33501939	2070	2087	Lewy body disease	Disease	MESH:D020961
33501939	2088	2107	Alzheimers disease"	1
"151"	"Alzheimers disease	Disease	MESH:D000544
33501939	2238	2257	Alzheimers disease"	1
"152"	"Alzheimers disease	Disease	MESH:D000544
33501939	2501	2511	erotomania	Disease	
33501939	2623	2632	psychosis	Disease	MESH:D011605
33501179	108	127	Parkinsons Disease"	1
"153"	"Alzheimers disease	Disease	MESH:D000544
33501939	768	786	supranuclear palsy	Disease	MESH:D013494
33501939	788	813	corticobasal degeneration	Disease	MESH:D012162
33501939	817	831	Picks disease"	1
"154"	"Alzheimers disease	Disease	MESH:D000544
33511024	155	162	obesity	Disease	MESH:D009765
33511024	269	276	obesity	Disease	MESH:D009765
33510710	94	103	Parkinson	Disease	MESH:D010302
33510477	95	114	Alzheimers disease"	1
"155"	"Alzheimers disease	Disease	MESH:D000544
33525754	157	159	AD	Disease	MESH:D000544
33525754	165	184	Parkinsons disease"	1
"156"	"Alzheimers Disease	Disease	MESH:D000544
33543942	90	109	Parkinsons Disease"	1
"157"	"Alzheimers disease	Disease	MESH:D000544
33543942	959	961	AD	Disease	MESH:D000544
33543942	964	983	Parkinsons disease"	1
"158"	"Alzheimers Disease	Disease	MESH:D000544
33579836	73	91	Lewy Body Dementia	Disease	MESH:D020961
33579836	296	313	neurodegeneration	Disease	MESH:D019636
33579836	475	493	Lewy body dementia	Disease	MESH:D020961
33579836	495	498	LBD	Disease	MESH:D020961
33579836	504	523	Alzheimers disease"	1
"159"	"Alzheimers Disease	Disease	MESH:D000544
33614888	2067	2069	AD	Disease	MESH:D000544
33613437	34	42	Dementia	Disease	MESH:D003704
33613437	76	95	Parkinsons Disease"	1
"160"	"Alzheimers disease	Disease	MESH:D000544
33637132	1036	1038	AD	Disease	MESH:D000544
33637132	1142	1144	PD	Disease	MESH:D010300
33637132	1211	1213	PD	Disease	MESH:D010300
33637132	1353	1355	PD	Disease	MESH:D010300
33637132	1481	1483	AD	Disease	MESH:D000544
33637132	1574	1576	PD	Disease	MESH:D010300
33637132	1653	1655	PD	Disease	MESH:D010300
33637132	1677	1679	AD	Disease	MESH:D000544
33637132	1826	1828	PD	Disease	MESH:D010300
33636663	86	105	Parkinsons disease"	1
"161"	"Alzheimers disease	Disease	MESH:D000544
33717189	1345	1364	Parkinsons disease"	1
"162"	"Alzheimers disease	Disease	MESH:D000544
33881722	183	185	AD	Disease	MESH:D000544
33881722	289	291	PD	Disease	MESH:D010300
33881722	351	357	tremor	Disease	MESH:D014202
33881722	359	367	rigidity	Disease	MESH:D009127
33881722	369	381	bradykinesia	Disease	MESH:D018476
33881722	443	479	eye movement (REM) behavior disorder	Disease	MESH:D020187
33881722	481	493	constipation	Disease	MESH:D003248
33881722	579	581	PD	Disease	MESH:D010300
33881722	723	725	PD	Disease	MESH:D010300
33881722	962	964	PD	Disease	MESH:D010300
33881722	992	998	cancer	Disease	MESH:D009369
33881722	1073	1075	PD	Disease	MESH:D010300
33881722	1077	1079	AD	Disease	MESH:D000544
33881722	1085	1093	dementia	Disease	MESH:D003704
33881722	1567	1593	neurodegenerative diseases	Disease	MESH:D019636
33881598	0	28	Gastrointestinal dysfunction	Disease	MESH:D005767
33881598	32	51	Parkinsons disease"	1
"163"	"Alzheimers disease	Disease	MESH:D000544
33899637	1068	1072	ofAD	Disease	
33899637	1076	1078	PD	Disease	MESH:D010300
33899637	1136	1140	ofAD	Disease	
33899637	1144	1146	PD	Disease	MESH:D010300
33899575	161	170	Parkinson	Disease	MESH:D010302
33899575	778	787	Parkinson	Disease	MESH:D010302
33899424	1	20	Parkinsons disease"	1
"164"	"Alzheimers disease	Disease	MESH:D000544
33969516	1670	1678	diabetes	Disease	MESH:D003920
33969516	1745	1764	Parkinsons disease"	1
"165"	"Alzheimers disease	Disease	MESH:D000544
33998068	2123	2142	Parkinsons disease"	1
"166"	"Alzheimers disease	Disease	MESH:D000544
34030724	1310	1324	dyshomeostasis	Disease	
34030714	37	56	Parkinsons disease"	1
"167"	"Alzheimers Disease	Disease	MESH:D000544
34036433	190	192	AD	Disease	MESH:D000544
34036433	285	287	AD	Disease	MESH:D000544
34036433	460	462	AD	Disease	MESH:D000544
34036433	494	513	Parkinsons Disease"	1
"168"	"Alzheimers disease	Disease	MESH:D000544
34041898	675	694	Parkinsons disease"	1
"169"	"Alzheimers disease	Disease	MESH:D000544
34064208	1189	1202	cross-disease	Disease	MESH:C537866
34063468	105	124	Parkinsons Disease"	1
"170"	"Alzheimers disease	Disease	MESH:D000544
34082772	157	159	AD	Disease	MESH:D000544
34082772	165	184	Parkinsons disease"	1
"171"	"Alzheimers disease	Disease	MESH:D000544
34083813	636	655	Alzheimers disease"	1
"172"	"Alzheimers disease	Disease	MESH:D000544
34151519	354	356	AD	Disease	MESH:D000544
34151519	553	573	cognitive impairment	Disease	MESH:D003072
34150363	45	53	Dystonia	Disease	MESH:D004421
34150363	57	76	Parkinsons Disease"	1
"173"	"Alzheimers Disease	Disease	MESH:D000544
34175455	547	566	Parkinsons Disease"	1
"174"	"Alzheimers disease	Disease	MESH:D000544
34225596	293	312	Parkinsons disease"	1
"175"	"Alzheimers Disease	Disease	MESH:D000544
34263093	248	250	AD	Disease	MESH:D000544
34263093	256	275	Parkinsons Disease"	1
"176"	"Alzheimers disease	Disease	MESH:D000544
34379627	351	353	AD	Disease	MESH:D000544
34379627	407	438	dysbiosis very likely decreases	Disease	MESH:D064806
34379627	504	515	detrimental	Disease	MESH:D008569
34379627	1074	1080	stress	Disease	MESH:D000079225
34379627	1169	1193	mitochondrial impairment	Disease	MESH:D028361
34379627	1220	1238	neural dysfunction	Disease	MESH:D009461
34379627	1243	1260	neurodegeneration	Disease	MESH:D019636
34379627	1352	1373	mitochondrial defects	Disease	MESH:D028361
34379627	1387	1400	proteinopathy	Disease	MESH:C563476
34379627	1497	1514	neurodegeneration	Disease	MESH:D019636
34379627	1679	1681	PD	Disease	MESH:D010300
34379627	1691	1706	synucleinopathy	Disease	MESH:D000080874
34379627	1793	1795	AD	Disease	MESH:D000544
34379627	1906	1908	AD	Disease	MESH:D000544
34379627	1932	1942	neurotoxic	Disease	MESH:D020258
34379627	1952	1954	PD	Disease	MESH:D010300
34379627	2219	2241	neurological disorders	Disease	MESH:D009422
34378848	4	19	PUFA-Deficiency	Disease	MESH:D007153
34378848	67	80	Neurotoxicity	Disease	MESH:D020258
34378848	479	507	neurodevelopmental disorders	Disease	MESH:D002658
34378848	512	524	inflammation	Disease	MESH:D007249
34378848	573	588	PUFA-deficiency	Disease	MESH:D007153
34378848	625	644	Parkinsons disease"	1
"177"	"Alzheimers disease	Disease	MESH:D000544
34398474	270	285	synucleinopathy	Disease	MESH:D000080874
34398474	289	291	PD	Disease	MESH:D010300
34398474	364	366	PD	Disease	MESH:D010300
34398474	664	666	PD	Disease	MESH:D010300
34398474	771	773	PD	Disease	MESH:D010300
34398474	1022	1041	Parkinsons Disease"	1
"178"	"Alzheimers disease	Disease	MESH:D000544
34503546	1828	1846	Lewy body dementia	Disease	MESH:D020961
34503413	35	62	Neurodegenerative Disorders	Disease	MESH:D019636
34503413	64	87	Mitochondrial disorders	Disease	MESH:D028361
34503413	284	311	neurodegenerative disorders	Disease	MESH:D019636
34503413	353	378	neuropathological lesions	Disease	MESH:D004198
34503413	450	469	Alzheimers disease"	1
